Type,title,Price VND,Price USD,Area (m2),Width,Length,bedrooms,bathrooms,district,price,,
House,"Nhà 2 mặt tiền xe 7 chỗ tới cửa trung tâm Q.7, Huỳnh Tấn Phát, 64m2, chỉ 6.3 tỉ",6300000000,"252,000",64,4,16,4,2,Quan 7,3937.5,,
House,"NGAY SÁT MẶT TIỀN Q4
NHÀ ĐÔI NGANG 7.7 DÀI 7.8  XÂY MỚI 4 TẤM 
CHỈ 89 TRIỆU M",5700000000,"228,000",58,7.7,7.8,4,6,Quan 4,3931.03,,
House,"NGAY SÁT MẶT TIỀN Q4
NHÀ ĐÔI NGANG 7.7 DÀI 7.8  XÂY MỚI 4 TẤM 
CHỈ 89 TRIỆU M",5700000000,"228,000",58,7.7,7.8,4,6,Quan 4,3931.03,,
House,"57m2! Ôtô 5 chỗ đỗ sát cửa! Bán nhà trục Phan Văn Trị- Nguyễn Du, P7. Vincom, ĐH CN4. 0938.159985",5600000000,"224,000",57,4.5,12.5,2,2,Quan Go Vap,3929.82,,
House,"BÁN NHÀ HXH, NGANG 5M - DÒNG TIỀN GẦN 20TR/THÁNG. TÂN THUẬN TÂY, QUẬN 7.",9000000000,"360,000",92,4.8,22,7,7,Quan 7,3913.04,,
House,"Bán Nhà 5 tầng (4x17) Hẻm Thông 6m Trần Thị Năm, Tân Chánh Hiệp, Q12 Giá rẻ 6.65 tỷ",6650000000,"266,000",68,4,17,4,5,Quan 12,3911.76,,
House,"Bán nhà Phan Văn Trị - HXH - (7x9)m - DT 135,4m2 Sàn - 240/Y",6150000000,"246,000",63,7,9,4,4,Quan Binh Thanh,3904.76,,
House,💐BÁN NHÀ HXH QUAY ĐẦU - CẠNH ĐƯỜNG LÃ XUÂN OAI - TĂNG NHƠN PHÚ A - TP.THỦ ĐỨC - 52M2 - 5 TỶ💐,5000000000,"200,000",51.24,4.27,12,2,2,Thanh pho Thu Đuc,3903.2,,
House,"Bán nhà riêng 40 m2 Mễ Cốc 4pn 3 lầu phường 15 quận 8 giá chỉ 3,9 TỶ",3900000000,"156,000",40,3.2,12.5,4,3,Quan 8,3900,,
House,"Bán nhà riêng 40 m2 Mễ Cốc 4pn 3 lầu phường 15 quận 8 giá chỉ 3,9 TỶ",3900000000,"156,000",40,3.2,12.5,4,3,Quan 8,3900,,
Land,"🌻🥇 MẶT TIỀN KD - CHIẾN LƯỢC, 200M2 - 2pn 5WC - P BÌNH TRỊ ĐÔNG - Q BÌNH TÂN , NHỈNH 19 TỶ 2 TL",19500000000,"780,000",200,10,20,2,5,Quan Binh Tan,3900,,
House,BÁN NHÀ 3 TẦNG NGANG 6M - HXH QUAY ĐẦU - LÊ VĂN VIỆT - TĂNG NHƠN PHÚ B - TP.THỦ ĐỨC - 72M2 - 7 TỶ,7000000000,"280,000",72,6,12,3,3,Thanh pho Thu Đuc,3888.89,,
House,"Bán Nhà 4 tầng Mặt tiền đường Hà Chương, phường Trung Mỹ Tây, Q12, dt 68m2 (4mx17m). Giá 6,7Tỷ",6700000000,"268,000",69,4,17,5,6,Quan 12,3884.06,,
House,"Bán nhà mặt tiền đường gò xoài, sắm sửa nhộn nhịp đến 11 đêm,4 tầng lầ, nở hậu L",16000000000,"640,000",165,4.7,28,5,5,Quan Binh Tan,3878.79,,
House,"HẺM 3,5M THÔNG - F8 QUANG TRUNG - 48M2 (4x12) - 2 TẦNG SỔ VUÔNG - TIỆN ÍCH BAO QUANH - NHỈNH 4",4650000000,"186,000",48,4,12,2,2,Quan Go Vap,3875,,
House,CHDV KHÉP KÍN 4 TẦNG 9PN ĐẤT MỚI BÌNH TÂN 6.2 TỶ,6200000000,"248,000",64,4.4,14,9,9,Quan Binh Tan,3875,,
House,Bình Thạnh - 32m2 - 2 Tầng - Full nội thất - Nhỉnh 3 Tỷ TL,3098000000,"123,920",32,3.2,10,2,1,Quan Binh Thanh,3872.5,,
House,Phan Văn Trị Bình Thạnh - 3.2x10 - 2 Tầng - SHR - Chỉ 3 Tỷ 097,3097000000,"123,880",32,3.2,10,2,1,Quan Binh Thanh,3871.25,,
House,"Lý Thường Kiệt 30 m2  3 tầng 3.4 x 9  chỉ 2.9 tỷ Phường 9 Tân Bình 



Tân Trang 24m2  3 tầng",2900000000,"116,000",30,3.4,9,2,2,Quan Tan Binh,3866.67,,
House,"Bán nhà Mặt tiền chợ kinh doanh Đinh Liệt . Phường Phú Thọ Hòa . Quận Tân Phú . 30m2 chỉ 2,9 tỷ.",2900000000,"116,000",30,3,11,1,1,Quan Tan Phu,3866.67,,
House,"Nhà đẹp 4 tầng mặt đường 10m Bưng Ông Thoàn, Phú Hữu, Quận 9, sổ hoàn công 60m2 xe hơi vào nhà,",5800000000,"232,000",60,5,12,4,5,Thanh pho Thu Đuc,3866.67,,
House,"SIÊU PHẨM 2 TẦNG GẦN TRƯỜNG HOA LƯ QUẬN 9, ĐƯỜNG XE TẢI CHẠY VIVU, KHU TRUNG TÂM TIỆN ÍCH ĐẦY ĐỦ -",5800000000,"232,000",60,4.3,13.8,3,2,Quan 9,3866.67,,
House,"SIÊU PHẨM 2 TẦNG GẦN TRƯỜNG HOA LƯ QUẬN 9, ĐƯỜNG XE TẢI CHẠY VIVU, KHU TRUNG TÂM TIỆN ÍCH ĐẦY ĐỦ -",5800000000,"232,000",60,4.3,13.8,3,2,Quan 9,3866.67,,
House,"CẦN BÁN GẤP CĂN NHÀ 2 TẦNG ĐƯỜNG SỐ 8, TNPB OTO ĐẬU CỬA THÔNG TỨ PHÍA, SỔ HOÀN CÔNG CHUẨN, NHÀ CÒN",5800000000,"232,000",60,4.3,13.8,3,2,Quan 9,3866.67,,
House,[NHÀ HẺM XE HƠI TRÁNH] - KẾT CẤU 4 TẦNG - KHU DÂN CƯ HIỆN HỬU KHÔNG QUY HOẠCH - DƯƠNG CÁT LỢI,5800000000,"232,000",60,4,15,4,4,Huyen Nha Be,3866.67,,
House,NHÀ NGỘP 3 tầng HXH Nguyễn Văn Lượng ngang 6.2m 120m2 gần siêu thị Lotte chỉ 11.6 tỷ.,11600000000,"464,000",120,6.2,19,3,3,Quan Go Vap,3866.67,,
House,😍😍😍Siêu phẩm - ĐH Công Thương - Aeon Tân Phú - KCN Tây Thạnh - 4X15 - Vuông Vức😎😎😎,5780000000,"231,200",60,4,15,3,2,Quan Tan Phu,3853.33,,
House,"NHÀ 1/ CHIẾN LƯỢC, 40M2, 2 TẦNG 2PN, HẺM 5M, GẦN CHỢ BÌNH TRỊ ĐÔNG GIÁ 3.X TỶ",3850000000,"154,000",40,4,10,2,2,Quan Binh Tan,3850,,
House,"Bán nhà Chiến Lược, ngay Tân Hòa Đông, hẻm 5m, 4 x 10, 2 tầng đẹp, Chỉ hơn 3 tỷ.",3850000000,"154,000",40,4,10,2,2,Quan Binh Tan,3850,,
House,"Bán nhà Bình Tân, Lê Văn Quới, giáp Tân Phú, hẻm ôtô 4m thông, Nhà mới đẹp 2 tầng, vị trí vip -",3650000000,"146,000",38,3.4,11,2,2,Quan Binh Tan,3842.11,,
House,"Nhà 4 tầng đường HIỆP THÀNH 13, phường Hiệp Thành, Q12, dt 50m2 (4mx12,5m) Hẻm 7m Giá 4,8Tỷ",4800000000,"192,000",50,4,12.5,5,5,Quan 12,3840,,
House,Nhà đẹp chính chủ 61m2 sát chợ Phú Lâm Q6 Tân Hòa Đông 5.85 tỷ TL,5850000000,"234,000",61,4.4,13.5,4,3,Quan 6,3836.07,,
House,Nhà đẹp 61m2 sát chợ Phú Lâm Q6 Tân Hòa Đông 5.85 tỷ TL,5850000000,"234,000",61,4.4,13.5,4,3,Quan 6,3836.07,,
House,"Nhà Mới Đón Tết - Tặng Full NT - Hẻm ô tô Tránh, Đỗ Xuân Hợp, PLA, Q9, 60m2 chỉ 5,75 tỷ",5750000000,"230,000",60,4.5,13,3,2,Quan 9,3833.33,,
House,"Nhà Mới Đón Tết - Tặng Full NT - Hẻm ô tô Tránh, Đỗ Xuân Hợp, PLA, Q9, 60m2 chỉ 5,75 tỷ",5750000000,"230,000",60,4.5,13,3,2,Quan 9,3833.33,,
House,"Bán căn Biệt Thự VIP tại KDC Thạnh Xuân, Q12, HXH, giá 46 tỷ TL",46000000000,"1,840,000",480,24,20,7,5,Quan 12,3833.33,,
House,"BÁN NHÀ 2 TẦNG 212m, Góc 2 MT, Lê Văn Việt, TNPA, Quận 9",20500000000,"820,000",214.2,10.2,21,5,5,Thanh pho Thu Đuc,3828.2,,
House,"BÁN NHÀ 1 TRỆT 3 PN, 45M2, P.11, Q.6, HCM - GIÁ CHỈ 4.3 TỶ - SỔ ĐỎ CHÍNH CHỦ - VỊ TRÍ VÀNG LÔ GOC",4300000000,"172,000",45,4,11,3,2,Quan 6,3822.22,,
House,"Nhà 5 tầng (5x15) MT hẻm nhựa 7m 1/ Huỳnh Thị Hai thông Nguyễn Ảnh Thủ, Q12 giá 7.15 tỷ",7150000000,"286,000",75,5,15,4,5,Quan 12,3813.33,,
House,Nhà Mới Phan Huy Ích Phường 12 Gò Vấp - 1 Trệt 1 Lầu - 2PN 2Wc Giá 2 TY,2000000000,"80,000",21,3,7,2,2,Quan Go Vap,3809.52,,
House,"3 Tầng Kha Vạn Cân - 3PN 2WC , BTCT, Giá 1,9 Tỷ",1900000000,"76,000",20,4,5,3,2,Thanh pho Thu Đuc,3800,,
House,"Kha Vạn Cân - 3 Tầng, BTCT Chắc Chắn, Giá 1,9 Tỷ - An Cư Lý Tưởng",1900000000,"76,000",20,4,5,3,2,Thanh pho Thu Đuc,3800,,
House,"Bán nhà Huỳnh Tấn Phát  4*20  quận 7 HXH phường Tân Phú giá chỉ 7,5 tỷ",7500000000,"300,000",79,4,20,4,5,Quan 7,3797.47,,
House,"Bán nhà Huỳnh Tấn Phát  4*20  quận 7 HXH phường Tân Phú giá chỉ 7,5 tỷ",7500000000,"300,000",79,4,20,4,5,Quan 7,3797.47,,
House,"Bán nhà quận 7 HXH Huỳnh Tấn Phát 79m2 4*20 phường Tân Phú giá chỉ 7,5 tỷ",7500000000,"300,000",79,4,20,4,5,Quan 7,3797.47,,
House,"BÁN NHÀ ĐẸP 1 XẸC 2 TẦNG NGAY LÊ VĂN THỌ, P11 GÒ VẤP, GIÁ 3.X TỶ",3790000000,"151,600",40,4,10,2,3,Quan Go Vap,3790,,
House,CHÍNH CHỦ - 76M2 - NGUYỄN VĂN ĐẬU - NGANG 6 - DÀI 12 - CHỈ 7.2 TỶ,7200000000,"288,000",76,6,12,3,3,Quan Binh Thanh,3789.47,,
Land,HXT SÁT MT ĐS 21 - F8 - 37M2 (4x9.1) 1T1L - SỔ VUÔNG - ĐANG CHO THUÊ 7TR / THÁNG - GIÁ 3.5 TỶ TL.,3500000000,"140,000",37,4,9.1,2,2,Quan Go Vap,3783.78,,
House,BÁN NHÀ RIÊNG HẺM XE HƠI - ĐƯỜNG QUANG TRUNG - P.14 - Q. GÒ VẤP - GIÁ 5 TỶ 580 TRIỆU.,5580000000,"223,200",59,3.9,15,4,4,Quan Go Vap,3783.05,,
House,Vỡ Nợ cần Bán Gấp Nhà 4 tầng Hẻm Xe hơi -Vườn Lài-Tân Phú-72m2-4x18- chỉ hơn 6 tỷ TL,6800000000,"272,000",72,4,18,5,5,Quan Tan Phu,3777.78,,
House,Đường Tôn Thất Thuyết  Phường 3 Quận 4.,8500000000,"340,000",90,5,18,5,5,Quan 4,3777.78,,
House,BÁN NHÀ HUỲNH TẤN PHÁT QUẬN 7 32M2 GIÁ CHỈ 3 TỶ,3000000000,"120,000",32,4,8,2,2,Quan 7,3750,,
House,"HẺM 4M, 40M2, 2 TẦNG 2PN, NHÀ CÁCH TRƯỜNG HỌC CHU VĂN AN 300M-CÁCH CHỢ PHẠM ĐĂNG GIẢNG 500M, GIÁ",3750000000,"150,000",40,4,10,2,2,Quan Binh Tan,3750,,
House,"HẺM 4M, 40M2, 2 TẦNG 2PN, NHÀ CÁCH TRƯỜNG HỌC CHU VĂN AN 300M-CÁCH CHỢ PHẠM ĐĂNG GIẢNG 500M, GIÁ",3750000000,"150,000",40,4,10,2,2,Quan Binh Tan,3750,,
House,"HẺM 4M, 40M2, 2 TẦNG 2PN, NHÀ CÁCH TRƯỜNG HỌC CHU VĂN AN 300M-CÁCH CHỢ PHẠM ĐĂNG GIẢNG 500M, GIÁ",3750000000,"150,000",40,4,10,2,2,Quan Binh Tan,3750,,
House,"Nhà 4 tầng mới nở hậu L đường Ưu Long P11.Q8. Giá 3,75 tỷ TL",3750000000,"150,000",40,3.4,9,4,3,Quan 8,3750,,
House,"Chính Chủ Bán Gấp Nhà 3 Tầng Mới Thủ Đức, Vị Trí Vàng, Giá Hời 8 Tỷ, Xách Vali Ở Ngay",7500000000,"300,000",80,5,16,5,6,Thanh pho Thu Đuc,3750,,
House,"Chính Chủ Bán Gấp Nhà 3 Tầng Mới Thủ Đức, Vị Trí Vàng, Giá Hời 8 Tỷ, Xách Vali Ở Ngay",7500000000,"300,000",80,5,16,5,6,Thanh pho Thu Đuc,3750,,
House,"Bán Nhà HXH 4×12 Quang Trung Gò Vấp Hơn 4,5Tỷ",4499000000,"179,960",48,4,12,3,2,Quan Go Vap,3749.17,,
House,"Hot hot nhà đẹp Lê Đức Thọ Gò Vấp 5,99 tỷ 64m2, 5 tầng, tặng nội thất, gần chợ Xóm Mới, sổ nở hậu",5990000000,"239,600",64,4.5,14,4,3,Quan Go Vap,3743.75,,
House,Bán nhà riêng HXH 6m -  1 sẹc Phạm Văn Chiêu - Ngay chợ Thạch Đà - Giá 5.8 tỷ,5800000000,"232,000",62,5,9,5,3,Quan Go Vap,3741.94,,
House,"Bán nhà PHAN XÍCH LONG, PN, 53m2, BTCT, 4.95 tỷ.",4950000000,"198,000",53,5,10,3,4,Quan Phu Nhuan,3735.85,,
House,BÁN NHÀ PHÚ NHUẬN HXH 8M 60M2 NGANG 7M 2 TẦNG LÔ GÓC KD ĐỈNH TRẦN KHẮC CHÂN  5.6 TỶ.,5600000000,"224,000",60,7,8.5,3,3,Quan Phu Nhuan,3733.33,,
House,BÁN NHÀ PHÚ NHUẬN HXH 8M 60M2 NGANG 7M 2 TẦNG LÔ GÓC KD ĐỈNH TRẦN KHẮC CHÂN  5.6 TỶ.,5600000000,"224,000",60,7,8.5,3,3,Quan Phu Nhuan,3733.33,,
House,"NHÀ  VIP HỒ VĂN LONG BÌNH HƯNG HÒA B, BÌNH TÂN, HXT,3 TẦNG 60M2 (4M X 15M) CHỈ HƠN  5 TỶ",5600000000,"224,000",60,4,15,4,5,Quan Binh Tan,3733.33,,
House,BÁN NHÀ MẶT TIỀN HUỲNH THỊ HAI 4X22M ĐÚC 4 TẤM GIÁ 8.2 TỶ,8200000000,"328,000",88,4,22,4,4,Quan 12,3727.27,,
House,"Nhà Phố SIÊU ĐẸP 20m ra Hoàng Diệu 2, 4 Tầng DT 4,2*19 Nở Hậu 4,6m, Nhỉnh 8 Tỷ, Xe Hơi Về Tới Nhà",8000000000,"320,000",86,4.6,19,4,4,Thanh pho Thu Đuc,3720.93,,
House,XÔ VIẾT NGHỆ TĨNH - 73M2 - NGANG 4 DÀI 18 - CHỈ 6.78 TỶ,6780000000,"271,200",73,4,18,5,5,Quan Binh Thanh,3715.07,,
House,"NHỈNH 4 TỶ, CÓ NGAY NHÀ HẺM 1/ - 48M² - 2 TẦNG NỞ HẬU - GẦN VÒNG XOAY PHÚ LÂM",4450000000,"178,000",48,4.5,11,3,2,Quan 6,3708.33,,
House,"Nhà chính chủ Q6 Tân Hòa Đông 61m2 3 tầng 5,65 tỷ",5650000000,"226,000",61,4.4,13.5,4,3,Quan 6,3704.92,,
Land,"MẶT TIỀN KINH DOANH KHU DÂN CƯ THÁI AN QUẬN 12 - 80M2 (5x16), 5 TẦNG - SÁT TÂN BÌNH. CHỈ NHỈNH 7",7400000000,"296,000",80,5,16,5,6,Quan 12,3700,,
House,Siêu Phẩm Hẻm Ôtô Bùi Quang Là Phường 12 Quận Gò Vấp.,5800000000,"232,000",63,4,16,3,4,Quan Go Vap,3682.54,,
House,NHÀ PHỐ NGUYỄN TƯ GIẢN P12 GV BỀ NGANG 5M.,4600000000,"184,000",50,5,10,2,2,Quan Go Vap,3680,,
House,"Bán nhà riêng 125m2 Ba Đình 3 tầng 7 pn phường 10 quận 8 chỉ giá 11,5 tỷ",11500000000,"460,000",125,4,28,4,5,Quan 8,3680,,
House,"Bán nhà cấp 4  khu bàn cờ trung tâm Hiệp Phú, Quận 9, sổ riêng 87m2 ngang 4 nở hậu, giá chỉ 7.99",7990000000,"319,600",87,4,22.5,2,2,Thanh pho Thu Đuc,3673.56,,
House,"Hẻm xe hơi 1979 Huỳnh TẤN PHÁT thông qua Dương Cát Lợi, Thị Trấn Nhà Bè, 3 tầng 59m2 chỉ 5.4 tỷ",5400000000,"216,000",59,4.2,14,4,5,Huyen Nha Be,3661.02,,
House,"HIẾM HOI PHÂN KHÚC TẦM 4 TỶ - HẺM 6M THÔNG GẦN CHỢ GÒ XOÀI - 4X12M, 2 TẦNG",4300000000,"172,000",47,4,12,2,2,Quan Binh Tan,3659.57,,
House,"Nhà 3 tầng đường HIỆP THÀNH 13 (HT13), phường Hiệp Thành, Q12, dt 50m2 (5mx10m) Hẻm 6m thông Giá",4555000000,"182,200",50,5,10,4,3,Quan 12,3644,,
House,"Bán nhà mới xây trệt 3 lầu Hà Huy Giáp, Quận 12 thanh toán 1,5 tỷ dọn vào ở ngay",4550000000,"182,000",50,4,12,4,5,Quan 12,3640,,
House,"Bán nhà Dương Bá Trạc 54m2 3 tấng 3pn phường 1 quận 8 giá chỉ 4,9 tỷ",4900000000,"196,000",54,4,13.5,3,3,Quan 8,3629.63,,
House,"Bán nhà Khu Phú Thọ Hòa, 4 x 12m, 4,3 tỷ, Chỉ 90 Tr/m2",4350000000,"174,000",48,4,12,2,2,Quan Tan Phu,3625,,
House,Bán nhà Hẻm xe hơi Phú Thọ Hòa Tân Phú 4x12m 4.3 tỷ Chỉ 90 triệu/m2,4350000000,"174,000",48,4,12,2,2,Quan Tan Phu,3625,,
House,"Bán nhà (4x12)m - Hẻm xe hơi - Đường Vườn Lài, Phú Thọ Hòa, Tân Phú",4350000000,"174,000",48,4,12,2,2,Quan Tan Phu,3625,,
House,"Nhà Đẹp 64m², 6PN, Thang Máy – Thạnh Lộc, Q.12 – 5.8 Tỷ",5800000000,"232,000",64,4,16,6,7,Quan 12,3625,,
House,"Nhà Phạm Văn Đồng - 20m², 2 Tầng BTCT, Giá 1 Tỷ 8 - An Cư Đầu Tư Tốt",1800000000,"72,000",20,35,57,2,2,Thanh pho Thu Đuc,3600,,
House,"Nhà Khu Phân Lô Nguyễn Ảnh Thủ, 60m2 Xây 3 Tầng Cốt Thép, Giá Rẻ Chỉ 5.4 Tỷ.",5400000000,"216,000",60,4,15,4,5,Quan 12,3600,,
House,"Bán gấp nhà đẹp Quang Trung Gò Vấp 60m2 chỉ 5,4 tỷ, 2 tầng, hẻm xe hơi, tiện ích không thiếu gì,",5400000000,"216,000",60,4,15,3,2,Quan Go Vap,3600,,
House,"Bán nhà Gò Vấp- Quang Trung, 65m2 ( 4*16.5m), nhà 2 tầng, HXH, ngay vincom,2 mặt hẻm, 5.85T",5850000000,"234,000",65,4,16.5,2,2,Quan Go Vap,3600,,
House,"CHDV HXH có tầng hầm đường Hoàng Quốc Việt  Quận 7, thu nhập 50tr/tháng nhỉnh 15 TY",15200000000,"608,000",169,9,18,1,1,Quan 7,3597.63,,
House,Nhà 4 tầng nở hậu ngay chợ Nhị Thiên Đường P5Q8. Giá 3.95 tỷ,3950000000,"158,000",44,4,11,4,3,Quan 8,3590.91,,
House,"BÁN NHÀ NGUYỄN THỊ THẬP QUẬN 7, DT 4*12M, 4.3 TỶ - NGAY CHỢ TÂN MỸ",4300000000,"172,000",48,4,12,3,3,Quan 7,3583.33,,
House,"BÁN NHÀ NGUYỄN THỊ THẬP QUẬN 7, DT 4*12M, 4.3 TỶ - NGAY CHỢ TÂN MỸ",4300000000,"172,000",48,4,12,3,3,Quan 7,3583.33,,
House,"Bán nhà Mặt tiền đường Số 3A, KDC Vĩnh Lộc - Nguyễn Thí Tú, 6x19m, 3T -  4PN, 10.3 tỷ",10300000000,"412,000",115,6,19,4,5,Quan Binh Tan,3582.61,,
House,"BÁN NHÀ, p TÂN HƯNG, Q7, GẦN ĐH TÔN ĐỨC THẮNG, 2 TẦNG, 6. 7 *12M, HXH 7.2 TỶ",7200000000,"288,000",80.4,6.7,12,5,5,Quan 7,3582.09,,
House,"Sát Q1! 58m2! Bán nhà 2 tầng Võ Duy Ninh, P22. Ngô Tất Tố, XVNT, Sở Thú, Thảo Điền. LH: 0938.159985",5500000000,"220,000",61.5,4.1,15,3,2,Quan Binh Thanh,3577.24,,
House,TT GÒ VẤP.2 TẦNG - AN NINH - TẶNG NỘI THẤT - CHỈ NHỈNH 5 TỶ,5000000000,"200,000",56,4.5,12,3,2,Quan Go Vap,3571.43,,
House,TT GÒ VẤP.2 TẦNG - AN NINH - TẶNG NỘI THẤT - CHỈ NHỈNH 5 TỶ,5000000000,"200,000",56,4.5,12,3,2,Quan Go Vap,3571.43,,
House,TT GÒ VẤP.2 TẦNG - AN NINH - TẶNG NỘI THẤT - CHỈ NHỈNH 5 TỶ,5000000000,"200,000",56,4.5,12,3,2,Quan Go Vap,3571.43,,
House,"Hẻm Xe Hơi 5m Phan Huy Ích Phường 12, Gò Vấp- 4x14- Giá 5 tỷ",5000000000,"200,000",56,4,14,2,2,Quan Go Vap,3571.43,,
House,"Hẻm Xe Hơi 5m Phan Huy Ích Phường 12, Gò Vấp- 4x14 Giá 5 tỷ Thương lượng",5000000000,"200,000",56,4,14,2,2,Quan Go Vap,3571.43,,
House,BÁN NHÀ ĐẸP VỊ TRÍ KD_OTO NGỦ TRONG NHÀ_ 74M2_ 7PN_SHR _ 6TY6 TL,6600000000,"264,000",74,4,18,7,4,Quan Binh Tan,3567.57,,
House,"BÁN NHÀ BÊN BÊN HIM LAM HOÀNG TRỌNG MẬU, P. TÂN HƯNG Q7 64M2×2TẦNG, 5.7 TỶ",5700000000,"228,000",64,4.3,12,4,2,Quan 7,3562.5,,
House,"Nhà NGUYỄN KIỆM, PHÚ NHUẬN, 45m2, 4 tầng, 3 phòng, nhỉnh 4 tỷ",4000000000,"160,000",45,5,9,3,3,Quan Phu Nhuan,3555.56,,
House,Bán nhà riêng 54m2 Quốc Lộ 50 2pn 2wc phường 5 quận 8 giá chỉ 4 tỷ 800,4800000000,"192,000",54,4.2,13,2,2,Quan 8,3555.56,,
House,Bán nhà riêng 54m2 Quốc Lộ 50 2pn 2wc phường 5 quận 8 giá chỉ 4 tỷ 800,4800000000,"192,000",54,4.2,13,2,2,Quan 8,3555.56,,
House,"BÁN NHÀ LÊ ĐỨC THỌ GÒ VẤP 76M2 * 4 TẦNG HẺM XE HƠI, NHỈNH 6 TỶ",6750000000,"270,000",76,4,19,4,5,Quan Go Vap,3552.63,,
House,"BÁN NHÀ LÊ ĐỨC THỌ GÒ VẤP 76M2 * 4 TẦNG HẺM XE HƠI, NHỈNH 6 TỶ",6750000000,"270,000",76,4,19,4,5,Quan Go Vap,3552.63,,
House,"BÁN NHÀ LÊ ĐỨC THỌ GÒ VẤP 76M2 * 4 TẦNG HẺM XE HƠI, NHỈNH 6 TỶ",6750000000,"270,000",76,4,19,4,5,Quan Go Vap,3552.63,,
House,"BÁN NHÀ LÊ ĐỨC THỌ GÒ VẤP 76M2 * 4 TẦNG HẺM XE HƠI, NHỈNH 6 TỶ",6750000000,"270,000",76,4,19,4,5,Quan Go Vap,3552.63,,
House,"BÁN NHÀ LÊ ĐỨC THỌ GÒ VẤP 76M2 * 4 TẦNG HẺM XE HƠI, NHỈNH 6 TỶ",6750000000,"270,000",76,4,19,4,5,Quan Go Vap,3552.63,,
House,"CHDV -Bán Nhà 5 Tầng MT Đường 359 Phước Long B, 7PN Đang Cho Thuê, Chỉ Hơn 6 Tỷ, Khu Vực Đông Sinh",6900000000,"276,000",78,4.3,17,7,8,Quan 9,3538.46,,
House,"Bán nhà hxh gần Emart2 - Gò Vấp, 56m2-3 tầng, giá 4.95 tỷ",4950000000,"198,000",56,4,14,3,3,Quan Go Vap,3535.71,,
House,"Bán nhà hxh gần Emart2 - Gò Vấp, 56m2-3 tầng, giá 4.95 tỷ",4950000000,"198,000",56,4,14,3,3,Quan Go Vap,3535.71,,
House,"Bán nhà Mặt Tiền 3 Tầng Đẹp Lung Linh 100m2_4x25m Gần Lã Xuân Oai Tăng Nhơn Phú A Thủ Đức Chỉ 8,8",8800000000,"352,000",100,4,25,4,4,Quan 9,3520,,
House,"MẶT TIỀN LÊ VĂN LƯƠNG PHƯỚC KIỂN , NHÀ BÈ KINH DOANH ỔN ĐỊNH 150m2 - Giá 13ty2
HIẾU NHÀ PHỐ",13200000000,"528,000",150,5,30,5,4,Huyen Nha Be,3520,,
House,"Bán nhà riêng 41m2 3pn 3wc Bông Sao phường 5 quận 8 giá chỉ 3,6 tỷ",3600000000,"144,000",41,4.5,9,2,2,Quan 8,3512.2,,
House,"Bán nhà riêng 41m2 3pn 3wc Bông Sao phường 5 quận 8 giá chỉ 3,6 tỷ",3600000000,"144,000",41,4.5,9,2,2,Quan 8,3512.2,,
House,"Bán nhà đường số 8 bình hưng hòa,bình tân dt 45 m2 chưa đến 4  tỷ",3950000000,"158,000",45,3.6,18,3,4,Quan Binh Tan,3511.11,,
House,HXH ĐƯỜNG BÌNH THỚI -  CHÍNH CHỦ CHƯA QUA ĐẦU TƯ - 100m2 CHỈ 8 TỶ NHỈNH Tại Q11,8600000000,"344,000",98,4.4,20,2,2,Quan 11,3510.2,,
House,"Giá Tốt Quá, ở Ngay, HXH 5M, 4 Tầng Kiêng cố, DT 53m2 ( 4 x 13 ) giá chỉ 4ty nhỉnh.",4650000000,"186,000",53,4,13,4,3,Thanh pho Thu Đuc,3509.43,,
House,"Giá Tốt Quá, ở Ngay, HXH 5M, 4 Tầng Kiêng cố, DT 53m2 ( 4 x 13 ) giá chỉ 4ty nhỉnh.",4650000000,"186,000",53,4,13,4,3,Thanh pho Thu Đuc,3509.43,,
House,NHANH TAY SỞ HỮU - HẺM XE HƠI THÔNG - KINH DOANH ĐỈNH - 4 TẦNG - 73M² - CHỈ CÒN 6.4 TỶ,6400000000,"256,000",73,4,19,4,3,Huyen Nha Be,3506.85,,
House,"NHÀ TRUNG TÂM QUẬN GÒ VẤP 32M2, 2 TẦNG, SHR CHỈ 2,8 TỶ TL.",2800000000,"112,000",32,4,8,2,2,Quan Go Vap,3500,,
House,"NHÀ TRUNG TÂM QUẬN GÒ VẤP 32M2, 2 TẦNG, SHR CHỈ 2,8 TỶ TL.",2800000000,"112,000",32,4,8,2,2,Quan Go Vap,3500,,
House,"Bán gấp Nhà 3 tầng đường LÊ THỊ NHO, phường Trung Mỹ Tây, Q12, dt 40m2 (5mx8m) Hẻm ôtô. Giá 3,5Tỷ",3500000000,"140,000",40,5,8,3,2,Quan 12,3500,,
House,"Bán gấp Nhà 3 tầng đường LÊ THỊ NHO, phường Trung Mỹ Tây, Q12, dt 40m2 (5mx8m) Hẻm ôtô. Giá 3,5Tỷ",3500000000,"140,000",40,5,8,3,2,Quan 12,3500,,
House,"Bán gấp Nhà 3 tầng đường LÊ THỊ NHO, phường Trung Mỹ Tây, Q12, dt 40m2 (5mx8m) Hẻm ôtô. Giá 3,5Tỷ",3500000000,"140,000",40,5,8,3,2,Quan 12,3500,,
House,"Bán gấp Nhà 3 tầng đường LÊ THỊ NHO, phường Trung Mỹ Tây, Q12, dt 40m2 (5mx8m) Hẻm ôtô. Giá 3,5Tỷ",3500000000,"140,000",40,5,8,3,2,Quan 12,3500,,
